Date_Time;Pres;pH;Temp;CE;Label
2013-02-03 13:00:00;1457.146819;7.520000003;18.81;281.2222875;0
2013-02-03 14:00:00;1352.352119;7.783116202;18.82333333;277.3159253;0
2013-02-03 15:00:00;1340.564215;7.520000026;18.804;280.1895552;0
2013-02-03 16:00:00;1473.977905;7.520000047;18.80571429;281.3450977;0
2013-02-03 17:00:00;1354.940588;7.520000073;18.80777778;282.6006865;0
2013-02-03 18:00:00;1441.2;7.520000105;18.81181818;285.7726372;0
2013-02-03 19:00:00;1401;7.71794636;18.81181818;285.7518574;0
2013-02-03 20:00:00;1432.013081;7.520000187;18.80818182;285.3518574;0
2013-02-03 21:00:00;1427.009712;7.520000237;18.81272727;284.5518574;0
2013-02-03 22:00:00;1338.604633;7.520000293;18.82909091;282.5837157;0
2013-02-03 23:00:00;1415.932149;7.520000354;18.83;282.7543936;0
2013-03-03 00:00:00;1452.716462;7.520000422;18.83727273;283.2638942;0
2013-03-03 01:00:00;1520.654161;7.520000495;18.84181818;282.6638942;0
2013-03-03 02:00:00;1502.227718;7.520000574;18.84818182;283.0638942;0
2013-03-03 03:00:00;1409.058217;7.520000659;18.85272727;281.8861242;0
2013-03-03 04:00:00;1537.2748;7.52000075;18.85454545;281.6950406;0
2013-03-03 05:00:00;1507.115535;7.520000847;18.86;282.0063198;0
2013-03-03 06:00:00;1451.421373;7.52000095;18.86181818;282.9437193;0
2013-03-03 07:00:00;1533.062992;7.538730462;18.86636364;282.5869801;0
2013-03-03 08:00:00;1470.452657;7.520001174;18.86636364;285.1602547;0
2013-03-03 09:00:00;1554.086587;7.971982654;18.85818182;285.5806603;0
2013-03-03 10:00:00;1372.756107;7.520001421;18.85363636;286.6441422;0
2013-03-03 11:00:00;1497.990539;7.520001554;18.84818182;285.6628253;0
2013-03-03 12:00:00;1365.734228;7.520001692;18.83909091;285.4195645;0
2013-03-03 13:00:00;1353.4;7.520001837;18.83363636;282.3670701;0
2013-03-03 14:00:00;1357.542934;7.520001987;18.83545455;278.5443443;0
2013-03-03 15:00:00;1358.701534;7.520002144;18.83636364;276.213019;0
2013-03-03 16:00:00;1350.475061;7.520002306;18.83272727;276.8092963;0
2013-03-03 17:00:00;1439.259357;7.520002474;18.83;278.0838421;0
2013-03-03 18:00:00;1515.601649;7.520002649;18.82636364;278.3720559;0
2013-03-03 19:00:00;1393.26195;7.897813127;18.82454545;281.7947817;0
2013-03-03 20:00:00;1352.145726;7.520003015;18.83363636;282.2626252;0
2013-03-03 21:00:00;1342.38158;7.585579382;18.83818182;281.9428725;0
2013-03-03 22:00:00;1482.343036;7.520003406;18.84545455;280.4683266;0
2013-03-03 23:00:00;1420.665973;7.912942731;18.85818182;282.0326072;0
2013-04-03 00:00:00;1499.637032;7.520003821;18.87;282.3131781;0
2013-04-03 01:00:00;1426.914998;7.76765504;18.87;281.7131781;0
2013-04-03 02:00:00;1545.868004;7.520004259;18.87454545;282.017323;0
2013-04-03 03:00:00;1562.794688;7.520004488;18.88545455;286.0416473;0
2013-04-03 04:00:00;1522.055977;7.520004722;18.89545455;286.4416473;0
2013-04-03 05:00:00;1422.666644;7.520004963;18.90272727;285.9610764;0
2013-04-03 06:00:00;1537.3151;7.520005209;18.90545455;287.0668813;0
2013-04-03 07:00:00;1572.133083;7.520005462;18.90454545;287.1301292;0
2013-04-03 08:00:00;1420.298086;7.520005721;18.90636364;284.0861721;0
2013-04-03 09:00:00;1572.716487;7.520005985;18.89818182;283.9919435;0
2013-04-03 10:00:00;1372.814958;7.626484876;18.89272727;284.1660276;0
2013-04-03 11:00:00;1512.99211;7.520006533;18.88636364;283.8602227;0
2013-04-03 12:00:00;1403.273782;7.653547364;18.88363636;283.6602227;0
2013-04-03 13:00:00;1367.515911;7.520007105;18.87363636;282.6798555;0
2013-04-03 14:00:00;1461.548943;7.5200074;18.86727273;282.7740841;0
2013-04-03 15:00:00;1390.188395;7.520007701;18.86;282.4;0
2013-04-03 16:00:00;1309.163896;7.520008008;18.85909091;281.6571142;0
2013-04-03 17:00:00;1351.5;7.520008322;18.86;282.2906832;0
2013-04-03 18:00:00;1536.705002;7.520008641;19.01814704;281.3908165;0
2013-04-03 19:00:00;1354.276647;7.520008967;19.01269249;281.4151222;0
2013-04-03 20:00:00;1528.309966;7.520009299;18.85360237;276.619888;0
2013-04-03 21:00:00;1352.6;7.520009636;18.85814782;276.3627738;0
2013-04-03 22:00:00;1342.247578;7.52000998;18.85905691;275.1292048;0
2013-04-03 23:00:00;1397.108752;7.52001033;18.86178419;275.2290715;0
2013-05-03 00:00:00;1539.2;7.520010687;18.87178419;274.0315088;0
2013-05-03 01:00:00;1525.23872;7.520011049;18.87723873;278.026743;0
2013-05-03 02:00:00;1424.408319;7.520011417;18.88360237;279.5862573;0
2013-05-03 03:00:00;1556.245347;7.520011792;18.88542055;279.7862573;0
2013-05-03 04:00:00;1597.066463;7.520012173;18.8908751;280.5862573;0
2013-05-03 05:00:00;1527.684094;7.52001256;18.73272806;281.7595143;0
2013-05-03 06:00:00;1484.368728;7.520012953;18.74090987;283.4042797;0
2013-05-03 07:00:00;1560.755905;7.520013352;18.90545455;280.4403511;0
2013-05-03 08:00:00;1528.7;7.837896311;18.90363636;280.5233399;0
2013-05-03 09:00:00;1434.452409;7.52001417;18.90181818;279.4082092;0
2013-05-03 10:00:00;1582.912855;7.873885392;18.96746768;279.8819916;0
2013-05-03 11:00:00;1369.566911;7.702218366;18.96110404;278.6372262;0
2013-05-03 12:00:00;1520.09776;7.67288162;18.95110404;275.4462347;0
2013-05-03 13:00:00;1392.1;7.520015878;18.94928586;267.5661243;0
2013-05-03 14:00:00;1516.543996;7.520016321;18.9456495;269.081255;0
2013-05-03 15:00:00;1411.192449;7.52001677;18.93928586;268.4074725;0
2013-05-03 16:00:00;1360.095156;7.520017225;18.93292223;267.621638;0
2013-05-03 17:00:00;1504.25709;7.520017686;18.93201314;272.6170439;0
2013-05-03 18:00:00;1382.275992;7.520018154;18.92928586;280.0141654;0
2013-05-03 19:00:00;1360.856316;7.520018628;18.92928586;279.0141654;0
2013-05-03 20:00:00;1371.038896;7.520019108;18.92837677;278.2141654;0
2013-05-03 21:00:00;1475.964276;7.520019594;18.86090909;278;0
2013-05-03 22:00:00;1340.303254;7.520020086;18.86545455;280.7533122;0
2013-05-03 23:00:00;1519.5;7.520020585;18.86818182;280.5248704;0
2013-06-03 00:00:00;1380.059545;7.52002109;18.86909091;281.1248704;0
2013-06-03 01:00:00;1563.579696;7.520021602;18.87090909;282.9248704;0
2013-06-03 02:00:00;1569.423741;7.520022119;18.7977527;284.5248704;0
2013-06-03 03:00:00;1485.913603;7.663962086;18.80411634;281.3715581;0
2013-06-03 04:00:00;1525.116494;7.781504758;18.80502543;282.8;0
2013-06-03 05:00:00;1554.744275;7.792199831;18.80866179;285.0799513;0
2013-06-03 06:00:00;1453.875849;7.520024252;18.80866179;282.6145235;0
2013-06-03 07:00:00;1447.887004;7.520024801;18.80866179;283.0145235;0
2013-06-03 08:00:00;1569.721537;7.78958887;18.7977527;283.6145235;0
2013-06-03 09:00:00;1455.312405;7.449127433;18.79229816;283.4145235;0
2013-06-03 10:00:00;1515.3;7.520026486;18.79047998;280.3087603;0
2013-06-03 11:00:00;1347.555099;7.52002706;18.78229816;282.3741881;0
2013-06-03 12:00:00;1360.969936;7.520027641;18.77866179;291.1889497;0
2013-06-03 13:00:00;1434.574673;7.915150397;18.85272727;290.9889497;0
2013-06-03 14:00:00;1428.370201;7.520028821;18.84545455;290.9889497;0
2013-06-03 15:00:00;1352.559182;7.52002942;18.84363636;292.6567768;0
2013-06-03 16:00:00;1484.428388;7.454765999;18.83909091;293.3861372;0
2013-06-03 17:00:00;1396.053595;7.594756794;18.83090909;283.9713756;0
2013-06-03 18:00:00;1360.831552;7.520031257;18.82272727;283.7713756;0
2013-06-03 19:00:00;1475.519314;7.520031882;18.82818182;282.4223906;0
2013-06-03 20:00:00;1352.828531;7.520032513;18.82454545;281.5803754;0
2013-06-03 21:00:00;1333.817811;7.593080286;18.82363636;274.012819;0
2013-06-03 22:00:00;1366.758961;7.520033795;18.82909091;271.7773453;0
2013-06-03 23:00:00;1472.483307;7.762707577;18.82818182;272.1773453;0
2013-07-03 00:00:00;1444.365351;7.520035102;19.02915135;275.1318663;0
2013-07-03 01:00:00;1543.284441;7.520035765;19.03551499;276.1318663;0
2013-07-03 02:00:00;1353.575907;7.668234056;19.03369681;282.5857828;0
2013-07-03 03:00:00;1446.222887;7.687526377;19.03824226;284.6212564;0
2013-07-03 04:00:00;1541.5;7.659880961;19.04551499;286.4509246;0
2013-07-03 05:00:00;1537.828562;7.57617607;19.05551499;285.4453886;0
2013-07-03 06:00:00;1454.16287;7.520039177;19.05642408;284.9551784;0
2013-07-03 07:00:00;1554.537737;7.520039879;19.06278772;285.139458;0
2013-07-03 08:00:00;1490.03248;7.520040587;19.06765311;286.139458;0
2013-07-03 09:00:00;1463.893505;7.520041302;19.06765311;284.9097898;0
2013-07-03 10:00:00;1371.9;7.756697958;19.06492584;283.7840554;0
2013-07-03 11:00:00;1507.622301;7.52004275;18.86304721;286.6590932;0
2013-07-03 12:00:00;1384.172924;7.520043484;18.85759266;287.0590932;0
2013-07-03 13:00:00;1525.747603;7.884553422;18.85850176;286.3015266;0
2013-07-03 14:00:00;1367.537848;7.52004497;18.85486539;285.7015266;0
2013-07-03 15:00:00;1515.859338;7.834089338;18.84486539;286.427261;0
